inner,answer,object,name
Europe,1979,Kee Marcello,bands
The Beach Boys,1961,Al Jardine,bands
Yes,1968,Jon Anderson,bands
Yes,1968,Chris Squire,bands
Yes,1968,Rick Wakeman,bands
Yes,1968,Steve Howe,bands
Yes,1968,Bill Bruford,bands
Elonkerjuu,1995,Lauri Tähkä,bands
Tool,1990,Maynard James Keenan,bands
Tool,1990,Adam Jones,bands
Order of Ennead,2007,Steve Asheim,bands
Tool,1990,Justin Chancellor,bands
Europe,1979,John Norum,bands
Europe,1979,Mic Michaeli,bands
Tool,1990,Danny Carey,bands
The Kinks,1964,Dave Davies,bands
Pixies,1986,Kim Deal,bands
Pixies,1986,Black Francis,bands
Pixies,1986,Joey Santiago,bands
Pixies,1986,David Lovering,bands
Sonic Youth,1981,Jim O'Rourke,bands
Sonic Youth,1981,Bob Bert,bands
Sonic Youth,1981,Steve Shelley,bands
Sonic Youth,1981,Anne DeMarinis,bands
Sonic Youth,1981,Lee Ranaldo,bands
Sonic Youth,1981,Thurston Moore,bands
Sonic Youth,1981,Mark Ibold,bands
Sonic Youth,1981,Kim Gordon,bands
Sonic Youth,1981,Richard Edson,bands
Sonic Youth,1981,Jim Sclavunos,bands
Skinny Puppy,1982,Nivek Ogre,bands
Taylor Hawkins and the Coattail Riders,2004,Taylor Hawkins,bands
Eternal Tears of Sorrow,1994,Janne Tolsa,bands
For My Pain...,1999,Tuomas Holopainen,bands
The Crazy World of Arthur Brown,1967,Arthur Brown,bands
Player,1976,Peter Beckett,bands
For My Pain...,1999,Lauri Tuohimaa,bands
NEWS,2003,Hiroki Uchi,bands
NEWS,2003,Takahiro Moriuchi,bands
NEWS,2003,Shigeaki Kaō,bands
For My Pain...,1999,Juha Kylmänen,bands
NEWS,2003,Tomohisa Yamashita,bands
NEWS,2003,Takahisa Masuda,bands
NEWS,2003,Hironori Kusano,bands
Chicago,1967,Terry Kath,bands
NEWS,2003,Keiichiro Koyama,bands
NEWS,2003,Ryo Nishikido,bands
NEWS,2003,Yuya Tegoshi,bands
Dawes,2009,Taylor Goldsmith,bands
Eternal Tears of Sorrow,1994,Antti Kokko,bands
For My Pain...,1999,Altti Veteläinen,bands
Eternal Tears of Sorrow,1994,Altti Veteläinen,bands
Eternal Tears of Sorrow,1994,Mika Lammassaari,bands
The Black Crowes,1989,Chris Robinson,bands
No Use for a Name,1987,Matt Riddle,bands
Hijokaidan,1979,Fumio Kosakai,bands
Hijokaidan,1979,Junko,bands
Hijokaidan,1979,Jojo Hiroshige,bands
Lard,1988,Jello Biafra,bands
GNR,1981,Rui Reininho,bands
Hijokaidan,1979,Futoshi Okano,bands
Gravediggaz,1993,RZA,bands
Hijokaidan,1979,Toshiji Mikawa,bands
No Use for a Name,1987,Chris Shiflett,bands
American Hi-Fi,1998,Stacy Jones,bands
Walk Off The Earth,2006,Sarah Blackwood,bands
Paths of Possession,1999,George Fisher,bands
No Use for a Name,1987,Tony Sly,bands
No Use for a Name,1987,Chris Rest,bands
Hijokaidan,1979,Naoki Zushi,bands
Lambchop,1986,Nightcrawler,bands
Les Prêtres,2011,Jean-Michel Bardet,bands
The Dears,1995,Murray Lightburn,bands
IQ,1981,Martin Orford,bands
Gumball,1990,Don Fleming,bands
Skinny Puppy,1982,cEvin Key,bands
Cynic,1987,Jack Kelly,bands
Sonata Arctica,1996,Elias Viljanen,bands
Gorillaz,1998,Noodle,bands
Gorillaz,1998,Jamie Hewlett,bands
Gorillaz,1998,Murdoc Niccals,bands
Sonata Arctica,1996,Mikko Härkin,bands
Sonata Arctica,1996,Janne Kivilahti,bands
Sonata Arctica,1996,Pasi Kauppinen,bands
Zeni Geva,1987,Ikuo Taketani,bands
Clannad,1970,Enya,bands
Kaiser Chiefs,2000,Ricky Wilson,bands
Manga,2001,Ferman Akgül,bands
Eagles,1971,Joe Walsh,bands
Eagles,1971,Randy Meisner,bands
Van Halen,1972,Michael Anthony,bands
Gorillaz,1998,Damon Albarn,bands
Van Halen,1972,Sammy Hagar,bands
Eagles,1971,Don Henley,bands
Eagles,1971,Don Felder,bands
Eagles,1971,Timothy Bruce Schmit,bands
Eagles,1971,Bernie Leadon,bands
Eagles,1971,Glenn Frey,bands
Van Halen,1972,Eddie Van Halen,bands
Van Halen,1972,David Lee Roth,bands
Venom,1979,Conrad Lant,bands
Creedence Clearwater Revival,1967,Stu Cook,bands
Indexi,1962,Davorin Popović,bands
Creedence Clearwater Revival,1967,John Fogerty,bands
Creedence Clearwater Revival,1967,Tom Fogerty,bands
Indexi,1962,Slobodan Kovačević,bands
Van Halen,1972,Alex Van Halen,bands
Van Halen,1972,Wolfgang Van Halen,bands
Portishead,1991,Geoff Barrow,bands
Creedence Clearwater Revival,1967,Doug Clifford,bands
The Yardbirds,1963,Jimmy Page,bands
Indexi,1962,Milić Vukašinović,bands
Indexi,1962,Sinan Alimanović,bands
The Corrs,1990,Jim Corr,bands
The Yardbirds,1963,Keith Relf,bands
The Corrs,1990,Sharon Corr,bands
The Corrs,1990,Andrea Corr,bands
Indexi,1962,Fadil Redžić,bands
Sonata Arctica,1996,Tony Kakko,bands
Sonata Arctica,1996,Jani Liimatainen,bands
Sonata Arctica,1996,Tommy Portimo,bands
Zeni Geva,1987,KK Null,bands
Sonata Arctica,1996,Marko Paasikoski,bands
Sonata Arctica,1996,Henrik Klingenberg,bands
Merzbow,1979,Masami Akita,bands
Far,1991,Jonah Matranga,bands
Kettcar,2001,Marcus Wiebusch,bands
Amberian Dawn,2006,Capri Virkkunen,bands
Merzbow,1979,Reiko Azuma,bands
The Bear Quartet,1989,Mattias Alkberg,bands
Amaranthe,2009,Olof Mörck,bands
Amaranthe,2009,Jake E,bands
Amazulu,1982,Margo Sagov,bands
Amberian Dawn,2006,Tuomas Seppälä,bands
Amazulu,1982,Anne-Marie Ruddock,bands
Klee,2002,Suzie Kerstgens,bands
Amaranthe,2009,Andy Solveström,bands
Liaisons Dangereuses,1981,Beate Bartel,bands
Amaranthe,2009,Elize Ryd,bands
Amaranthe,2009,Morten Løwe Sørensen,bands
Ambrosia,1970,Joe Puerta,bands
Almanac Singers,1940,Woody Guthrie,bands
Amaral,1992,Juan Aguirre,bands
Amber Smith,2000,Oszkár Ács,bands
The Four Freshmen,1948,Ross Barbour,bands
The Almighty,1988,Ricky Warwick,bands
Ambeon,2001,Arjen Anthony Lucassen,bands
The Pietasters,1990,Todd Eckhardt,bands
Amaral,1992,Eva Amaral,bands
Amberian Dawn,2006,Jukka Koskinen,bands
Merzbow,1979,Tetsuo Sakaibara,bands
Amberian Dawn,2006,Heikki Saari,bands
Merzbow,1979,Kiyoshi Mizutani,bands
INVSN,2008,Dennis Lyxzén,bands
Love/Hate,1985,Tracy G,bands
Amberian Dawn,2006,Heidi Parviainen,bands
Amberian Dawn,2006,Kasperi Heikkinen,bands
Killswitch Engage,1998,Howard Jones,bands
Sieges Even,2004,Arno Menses,bands
Ultra Vivid Scene,1987,Kurt Ralske,bands
Scissor Sisters,2001,Ana Matronic,bands
Scissor Sisters,2001,Paddy Boom,bands
Rainbirds,1986,Ulrike Haage,bands
Rainbirds,1986,Rodrigo Andrés González Espindola,bands
Scissor Sisters,2001,Del Marquis,bands
Rainbirds,1986,Katharina Franck,bands
Whirlpool Productions,1991,Eric D. Clark,bands
Scissor Sisters,2001,Jake Shears,bands
Scissor Sisters,2001,Babydaddy,bands
The Script,2001,Danny O'Donoghue,bands
The Monkees,1966,Davy Jones,bands
The Monkees,1966,Peter Tork,bands
Amen,1994,Casey Chaos,bands
The Script,2001,Glen Power,bands
The Script,2001,Mark Sheehan,bands
The Monkees,1966,Michael Nesmith,bands
Amen Corner,1966,Andy Fairweather Low,bands
Electrelane,1998,Mia Clarke,bands
Little Brother,2001,9th Wonder,bands
Betzefer,1998,Avital Tamir,bands
Gun,1987,Mark Rankin,bands
The Monkees,1966,Micky Dolenz,bands
Bad Religion,1980,Brian Baker,bands
Mors Principium Est,1999,Andy Gillion,bands
Burzum,1991,Varg Vikernes,bands
Bad Religion,1980,Greg Graffin,bands
Bad Religion,1980,Greg Hetson,bands
Bad Religion,1980,Brett Gurewitz,bands
Bad Religion,1980,Brooks Wackerman,bands
Sugababes,1998,Siobhán Donaghy,bands
Rhapsody of Fire,1993,Alex Holzwarth,bands
Rhapsody of Fire,1993,Luca Turilli,bands
Rhapsody of Fire,1993,Fabio Lione,bands
Rhapsody of Fire,1993,Oliver Holzwarth,bands
The Diplomats,1997,Cam'ron,bands
Rhapsody of Fire,1993,Tom Hess,bands
Rhapsody of Fire,1993,Sascha Paeth,bands
Rhapsody of Fire,1993,Alex Staropoli,bands
Rhapsody of Fire,1993,Patrice Guers,bands
Rhapsody of Fire,1993,Dominique Leurquin,bands
Noel Gallagher's High Flying Birds,2010,Noel Gallagher,bands
Rhapsody of Fire,1993,Alessandro Lotta,bands
Paramaecium,1991,Andrew Tompkins,bands
17 Hippies,1995,Christopher Blenkinsop,bands
17 Hippies,1995,Kiki Sauer,bands
17 Hippies,1995,Daniel Cordes,bands
17 Hippies,1995,Elmar Gutmann,bands
Dezperadoz,2000,Tom Angelripper,bands
16 Horsepower,1992,David Eugene Edwards,bands
The Corrs,1990,Caroline Corr,bands
Azymuth,1973,Ivan Conti,bands
17 Hippies,1995,Lutz Ulbrich,bands
Bad Religion,1980,Jay Bentley,bands
UB40,1978,Duncan Campbell,bands
Anitas Livs,1987,Lise-Lotte Norelius,bands
In Legend,2010,Bastian Emig,bands
Massacration,2002,Fausto Fanti,bands
Söhne Mannheims,1995,Xavier Naidoo,bands
UB40,1978,Earl Falconer,bands
Slapp Happy,1972,Peter Blegvad,bands
Bulldozer,1980,Alberto Contini,bands
Anonymous,2004,Niki Francesca,bands
Edward Sharpe and the Magnetic Zeros,2005,Alex Ebert,bands
Animals as Leaders,2007,Tosin Abasi,bands
Paradox,1986,Charly Steinhauer,bands
Animal,1988,Randy Piper,bands
Bethlehem,1991,Niklas Kvarforth,bands
Army of Anyone,2005,Dean DeLeo,bands
Army of Anyone,2005,Robert DeLeo,bands
KYPCK,2007,Hiili Hiilesmaa,bands
Blind Faith,1968,Eric Clapton,bands
Venomous Concept,2004,Buzz Osborne,bands
Army of Anyone,2005,Richard Patrick,bands
Caramell,1998,Dinah Nah,bands
KYPCK,2007,Antti Karihtala,bands
KYPCK,2007,Erkki Seppänen,bands
Blind Faith,1968,Ginger Baker,bands
Army of Anyone,2005,Ray Luzier,bands
Blind Faith,1968,Steve Winwood,bands
Tally Hall,2002,Rob Cantor,bands
KYPCK,2007,Sami Lopakka,bands
KYPCK,2007,Sami Kukkohovi,bands
Blind Faith,1968,Ric Grech,bands
Daniel Lioneye,2001,Mikko Paananen,bands
Daniel Lioneye,2001,Ike Vil,bands
KYPCK,2007,Jaska Ylä-Rautio,bands
b4-4,2006,RyanDan,bands
Daniel Lioneye,2001,Hiili Hiilesmaa,bands
Skids,1977,Stuart Adamson,bands
Anitas Livs,1987,Monica Åslund,bands
Poison,1980,Bret Michaels,bands
Tripping Daisy,1991,Tim DeLaughter,bands
Daniel Lioneye,2001,Mikko Lindström,bands
Massacration,2002,Bruno Sutter,bands
Ideal,1980,Annette Humpe,bands
Daniel Lioneye,2001,Janne Puurtinen,bands
Fuse,1968,Rick Nielsen,bands
Daniel Lioneye,2001,Ville Valo,bands
UB40,1978,Ali Campbell,bands
UB40,1978,Norman Hassan,bands
Anitas Livs,1987,Anita Livstrand,bands
Burning Image,1982,Joe Sparks,bands
Steamhammer,1968,Martin Pugh,bands
Armageddon,1974,Bobby Caldwell,bands
The Brilliant Green,1995,Shunsaku Okuda,bands
Sweet Inspirations,1963,Cissy Houston,bands
Romeo Void,1979,Debora Iyall,bands
Cinderella,1983,Tom Keifer,bands
Cinderella,1983,Fred Coury,bands
The Brilliant Green,1995,Tomoko Kawase,bands
Świetliki,1992,Marcin Świetlicki,bands
Cinderella,1983,Jeff LaBar,bands
The Quarrymen,1956,John Lennon,bands
Cinderella,1983,Eric Brittingham,bands
The McCoys,1962,Rick Derringer,bands
The Main Ingredient,1964,Cuba Gooding Sr.,bands
Box of Frogs,1983,Chris Dreja,bands
Carbon/Silicon,2002,Mick Jones,bands
Melvins,1983,Buzz Osborne,bands
The Wailers,1963,Bob Marley,bands
Vinegar Joe,1972,Elkie Brooks,bands
Pretty Ricky,1997,Pleasure P,bands
Aeternus,1993,Ares,bands
Cusco,1980,Michael Holm,bands
Deee-Lite,1990,Towa Tei,bands
Dead Kennedys,1978,Jello Biafra,bands
Dead Kennedys,1978,Brandon Cruz,bands
Tenacious D,1994,Jack Black,bands
Rush,1968,Alex Lifeson,bands
Pain,1997,Peter Tägtgren,bands
Dead Kennedys,1978,Bruce Slesinger,bands
Dead Kennedys,1978,Jeff Penalty,bands
Dead Kennedys,1978,Carlos Cadona,bands
Dead Kennedys,1978,D.H. Peligro,bands
Dead Kennedys,1978,East Bay Ray,bands
The Flowers of Romance,1976,Sid Vicious,bands
Rush,1968,John Rutsey,bands
Immortal,1990,Harald Nævdal,bands
Boston,1976,Brad Delp,bands
The Flowers of Romance,1976,Palmolive,bands
The Stooges,1967,Ron Asheton,bands
The Stooges,1967,Scott Asheton,bands
The Stooges,1967,Iggy Pop,bands
Godsmack,1995,Sully Erna,bands
Tenacious D,1994,Kyle Gass,bands
Immortal,1990,Reidar Horghagen,bands
1 Giant Leap,2001,Jamie Catto,bands
Public Enemy,1986,Flavor Flav,bands
Immortal,1990,Olve Eikemo,bands
Public Enemy,1986,Chuck D,bands
Atomic Kitten,1998,Natasha Hamilton,bands
Shearwater,2000,Jonathan Meiburg,bands
Lamb of God,1994,Randy Blythe,bands
Public Enemy,1986,Professor Griff,bands
Public Enemy,1986,DJ Lord,bands
Freshlyground,2002,Zolani Mahola,bands
Thin Lizzy,1969,Phil Lynott,bands
Bonzo Dog Doo-Dah Band,1962,Neil Innes,bands
The Buckinghams,1966,Dennis Tufano,bands
Owl City,2007,Adam Young,bands
Zimmers Hole,1991,Chris Valagao,bands
Rush,1968,Jeff Jones,bands
Rush,1968,Geddy Lee,bands
Vaya Con Dios,1986,Dani Klein,bands
Rush,1968,Neil Peart,bands
Dead Kennedys,1978,Klaus Flouride,bands
Jamiroquai,1992,Jay Kay,bands
The Stooges,1967,Dave Alexander,bands
Azra,1977,Branimir Štulić,bands
Sugar Ray,1986,DJ Lethal,bands
Grave Digger,1980,Manni Schmidt,bands
Grave Digger,1980,Chris Boltendahl,bands
Grave Digger,1980,Tomi Göttlich,bands
Odd Future,2007,"Tyler, the Creator",bands
The Boomtown Rats,1975,Johnnie Fingers,bands
Grizzly Bear,2002,Ed Droste,bands
Semi Precious Weapons,2006,Justin Tranter,bands
Editors,2002,Tom Smith,bands
Public Announcement,1990,R. Kelly,bands
Swans,1982,Dan Braun,bands
Holy Fuck,2004,Brian Borcherdt,bands
Neuroticfish,1998,Sascha Mario Klein,bands
Blue Rodeo,1984,Jim Cuddy,bands
Harmonia,1973,Michael Rother,bands
Di Derre,1992,Knut Nesbø,bands
Antimatter,1998,Mick Moss,bands
Atargatis,1999,Stephanie Luzie,bands
Big Black,1981,Roland,bands
Di Derre,1992,Sverre Beyer,bands
Big Black,1981,Steve Albini,bands
Mecano,1981,Ana Torroja,bands
Big Black,1981,Santiago Durango,bands
Anti-Flag,1989,Justin Sane,bands
Fonográf,1973,Oszkár Németh,bands
Di Derre,1992,Espen Stenhammer,bands
Fonográf,1973,János Bródy,bands
Fonográf,1973,Mihály Móricz,bands
Gorki,1989,Luc De Vos,bands
Meshuggah,1987,Jens Kidman,bands
Screeching Weasel,1986,John Pierson,bands
Fonográf,1973,Levente Szörényi,bands
Fonográf,1973,Szabolcs Szörényi,bands
Big Black,1981,Dave Riley,bands
Di Derre,1992,Magnus Larsen,bands
Rebellion,2001,Uwe Lulis,bands
Oomph!,1989,Dero Goi,bands
Fonográf,1973,László Tolcsvay,bands
Di Derre,1992,Jo Nesbø,bands
Big Black,1981,Jeff Pezzati,bands
Slaughterhouse,2008,Crooked I,bands
Clutch,1990,Neil Fallon,bands
Kult,1982,Kazik Staszewski,bands
Cacophony,1986,Marty Friedman,bands
Karpe,2000,Magdi Omar Ytreeide Abdelmaguid,bands
Sugar Ray,1986,Mark McGrath,bands
Karpe,2000,Chirag Rashmikant Patel,bands
Grave Digger,1980,Jens Becker,bands
Grave Digger,1980,Willi Lackmann,bands
Grave Digger,1980,Uwe Lulis,bands
Grave Digger,1980,Jörg Michael,bands
The Gaslight Anthem,2006,Brian Fallon,bands
Grave Digger,1980,Thilo Hermann,bands
El Canto del Loco,2000,Dani Martín,bands
Opus,1973,Herwig Rüdisser,bands
Milk Inc.,1996,Linda Mertens,bands
Scandal,1981,Patty Smyth,bands
Telex,1978,Michel Moers,bands
Telex,1978,Marc Moulin,bands
M83,2001,Anthony Gonzalez,bands
The Hiatus,2009,Hirohisa Horie,bands
I Am Arrows,2009,Andy Burrows,bands
Milk Inc.,1996,Regi Penxten,bands
M83,2001,Venga Monjas,bands
M83,2001,Nicolas Fromageau,bands
M83,2001,Pierre-Marie Maulini,bands
Romans,2003,Mari Yaguchi,bands
M83,2001,Kaela Sinclair,bands
The Neville Brothers,1977,Art Neville,bands
M83,2001,Morgan Kibby,bands
Pirates of the Sea,2008,Roberto Meloni,bands
The Sainte Catherines,1999,Hugo Mudie,bands
Kajagoogoo,1982,Limahl,bands
M83,2001,Yann Gonzalez,bands
Day After Tomorrow,2002,Masato Kitano,bands
Day After Tomorrow,2002,Misono,bands
Hey Monday,2007,Cassadee Pope,bands
Téléphone,1976,Jean-Louis Aubert,bands
Empyr,2007,Benoît Poher,bands
Day After Tomorrow,2002,Daisuke Suzuki,bands
JJ72,1996,Mark Greaney,bands
Antony and the Johnsons,1998,Anohni,bands
Drive-By Truckers,1996,Mike Cooley,bands
The Luyas,2006,Pietro Amato,bands
Ten Foot Pole,1983,Scott Radinsky,bands
Portugal. The Man,2004,Kane Ritchotte,bands
Diva,2011,Sayaka Akimoto,bands
Miles,1979,Shafin Ahmed,bands
Delivery,1968,Pip Pyle,bands
Mindless Self Indulgence,1997,Jennifer Dunn,bands
Lareine,1994,Kamijo,bands
Mindless Self Indulgence,1997,Lindsey Way,bands
The Syn,1965,Chris Squire,bands
The Syn,1965,Steve Nardelli,bands
The Walker Brothers,1964,Scott Walker,bands
Kula Shaker,1988,Crispian Mills,bands
El Canto del Loco,2000,David Otero,bands
Round Table,1997,Katsutoshi Kitagawa,bands
Telex,1978,Dan Lacksman,bands
Sleepthief,2006,Justin Elswick,bands
The Syn,1965,Martyn Adelman,bands
Mindless Self Indulgence,1997,James Euringer,bands
Round Table,1997,Rieko Itō,bands
Mindless Self Indulgence,1997,Steve Montano,bands
Opus,1973,Ewald Pfleger,bands
Fear of God,1986,Dave Phillips,bands
The Cassandra Complex,1980,Rodney Orpheus,bands
Virgin,2000,Doda,bands
The Paramounts,1960,Robin Trower,bands
Fireside,1992,Kristofer Åström,bands
Eve's Plum,1991,Vitamin C,bands
Amorphis,1990,Esa Holopainen,bands
Amorphis,1990,Olli-Pekka Laine,bands
Amorphis,1990,Tomi Joutsen,bands
Hurricane #1,1996,Andy Bell,bands
Amorphis,1990,Kim Rantala,bands
Amorphis,1990,Jan Rechberger,bands
Bill Wyman's Rhythm Kings,1997,Bill Wyman,bands
American Football,1997,Mike Kinsella,bands
Amorphis,1990,Tomi Koivusaari,bands
The Soul Stirrers,1926,Sam Cooke,bands
North Mississippi Allstars,1996,Luther Dickinson,bands
Amorphis,1990,Niclas Etelävuori,bands
Tha Alkaholiks,1992,Tash,bands
Amoral,1997,Ari Koivunen,bands
OutKast,1992,Big Boi,bands
Amorphis,1990,Santeri Kallio,bands
Amorphis,1990,Pasi Koskinen,bands
Green on Red,1979,Dan Stuart,bands
Cloven Hoof,1979,Lee Payne,bands
Amorphis,1990,Kasper Mårtenson,bands
Amorphis,1990,Pekka Kasari,bands
The Plimsouls,1978,Peter Case,bands
Korol i Shut,1988,Mikhail Gorsheniov,bands
Korol i Shut,1988,Andrei Knyazev,bands
Paramore,2003,Hayley Williams,bands
Moğollar,1968,Selda Bağcan,bands
Eyes of Eden,2005,Waldemar Sorychta,bands
Paramore,2003,Taylor York,bands
Moğollar,1968,Neco,bands
Métal Urbain,1976,Éric Débris,bands
OutKast,1992,André 3000,bands
Paramore,2003,Zac Farro,bands
Moğollar,1968,Barış Manço,bands
American Head Charge,1997,Chad Hanks,bands
N.W.A,1986,Arabian Prince,bands
Dalis Car,1984,Peter Murphy,bands
The Libertines,1997,Carl Barât,bands
The Bangles,1981,Vicki Peterson,bands
The Bangles,1981,Michael Steele,bands
Flyleaf,2002,Kristen May,bands
Procol Harum,1967,Gary Brooker,bands
The Bangles,1981,Susanna Hoffs,bands
The Bangles,1981,Debbi Peterson,bands
Beastie Boys,1981,Mix Master Mike,bands
Beastie Boys,1981,John Berry,bands
Zodiac Mindwarp and the Love Reaction,1986,Jimmy Cauty,bands
Zodiac Mindwarp and the Love Reaction,1986,Kid Chaos,bands
Beastie Boys,1981,"Eric ""Bobo"" Correa",bands
Flyleaf,2002,Lacey Sturm,bands
N.W.A,1986,Ice Cube,bands
Manic Street Preachers,1986,James Dean Bradfield,bands
Beastie Boys,1981,Amery Smith,bands
Beastie Boys,1981,DJ Hurricane,bands
Beastie Boys,1981,Kate Schellenbach,bands
Porcupine Tree,1987,Steven Wilson,bands
N.W.A,1986,Mark Wade,bands
Beastie Boys,1981,Rick Rubin,bands
N.W.A,1986,DJ Yella,bands
Beastie Boys,1981,Ad-Rock,bands
Beastie Boys,1981,Adam Yauch,bands
Beastie Boys,1981,Mike D,bands
Beastie Boys,1981,Money Mark,bands
Beastie Boys,1981,Doctor Dré,bands
Beastie Boys,1981,Alfredo Ortiz,bands
N.W.A,1986,Dr. Dre,bands
The All-American Rejects,1999,Tyson Ritter,bands
N.W.A,1986,MC Ren,bands
Rilo Kiley,1998,Jenny Lewis,bands
Moğollar,1968,Murat Ses,bands
Moğollar,1968,Emrah Karaca,bands
Moğollar,1968,Cahit Berkay,bands
Moğollar,1968,Utku Ünal,bands
Moğollar,1968,Kılıç Danışman,bands
Moğollar,1968,Kemal Küçükbakkal,bands
The Mamas & the Papas,1965,Cass Elliot,bands
Silverchair,1992,Nicolás Molina,bands
The Artwoods,1963,Art Wood,bands
The Mamas & the Papas,1965,Denny Doherty,bands
The Christians,1985,Heavy Metal Kids,bands
The Mamas & the Papas,1965,Michelle Phillips,bands
Tristania,1997,Vibeke Stene,bands
Agalloch,1995,Aesop Dekker,bands
Aqua,1989,Lene Nystrøm,bands
After Forever,1995,Floor Jansen,bands
Agalloch,1995,John Haughm,bands
A-Teens,1998,Dhani Lennevald,bands
A-Teens,1998,Amit Sebastian Paul,bands
Japan,1974,David Sylvian,bands
Antestor,1990,Lars Stokstad,bands
Bloodhound Gang,1988,Jimmy Pop,bands
Antestor,1990,Vegard Undal,bands
A-Teens,1998,Sara Lumholdt,bands
The Byrds,1964,Roger McGuinn,bands
A-Teens,1998,Marie Serneholt,bands
The Kooks,2004,Luke Pritchard,bands
Public Enemy,1986,Khari Wynn,bands
Joy Division,1976,Ian Curtis,bands
Lady Antebellum,2006,Hillary Scott,bands
MD.45,1996,Dave Mustaine,bands
Coldplay,1996,Will Champion,bands
Franz Ferdinand,2002,Robert Hardy,bands
Franz Ferdinand,2002,Nicholas McCarthy,bands
New Kids on the Block,1984,Jonathan Knight,bands
Franz Ferdinand,2002,Paul Thomson,bands
13 & God,2003,Doseone,bands
DragonForce,1999,ZP Theart,bands
New Kids on the Block,1984,Donnie Wahlberg,bands
RBD,2004,Maite Perroni,bands
Unwound,1991,Justin Trosper,bands
Metal Church,1980,Mike Howe,bands
Euphoria,1988,Palash Sen,bands
New Kids on the Block,1984,Joey McIntyre,bands
New Kids on the Block,1984,Jordan Knight,bands
RBD,2004,Dulce María,bands
Franz Ferdinand,2002,Miaoux Miaoux,bands
Franz Ferdinand,2002,Dino Bardot,bands
Metal Church,1980,Kurdt Vanderhoof,bands
New Kids on the Block,1984,Danny Wood,bands
Moğollar,1968,Ersen Dinleten,bands
Franz Ferdinand,2002,Alex Kapranos,bands
Moğollar,1968,Serhat Ersöz,bands
Vista Chino,2010,Nick Oliveri,bands
Shaman,2000,Ricardo Confessori,bands
fripSide,2002,Nao,bands
RBD,2004,Alfonso Herrera Rodriguez,bands
Moğollar,1968,Cem Karaca,bands
Giant Steps,1988,Colin Campsie,bands
Moğollar,1968,Aziz Azmet,bands
Moğollar,1968,Taner Öngür,bands
Moğollar,1968,Aydın Daruga,bands
Moğollar,1968,Ayzer Danga,bands
RBD,2004,Anahí Puente,bands
RBD,2004,Christian Chávez,bands
Silverchair,1992,Daniel Johns,bands
Silverchair,1992,Ben Gillies,bands
Silverchair,1992,Chris Joannou,bands
Moğollar,1968,Engin Yörükoğlu,bands
Fotheringay,1970,Sandy Denny,bands
RBD,2004,Christopher von Uckermann,bands
The Mamas & the Papas,1965,John Phillips,bands
The Supremes,1959,Diana Ross,bands
The Supremes,1959,Florence Ballard,bands
The Supremes,1959,Lynda Laurence,bands
The Supremes,1959,Barbara Martin,bands
The Supremes,1959,Mary Wilson,bands
Shadowfax,1972,Armen Chakmakian,bands
The Supremes,1959,Susaye Greene,bands
The Supremes,1959,Cindy Birdsong,bands
Shadowfax,1972,David C. Lewis,bands
Yo La Tengo,1984,Georgia Hubley,bands
The Supremes,1959,Scherrie Payne,bands
